stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.11348] added dtor for sub_bitmap 000002C0AB4FE0D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11350] added dtor for sub_bitmap 000002C0AB4FE4B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11353] added dtor for sub_bitmap 000002C0AB4FE6A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11357] added dtor for sub_bitmap 000002C0AB500930, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11360] added dtor for sub_bitmap 000002C0AB500D10, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11363] added dtor for sub_bitmap 000002C0AB4FF9B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11366] added dtor for sub_bitmap 000002C0AB4FFBA0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11369] added dtor for sub_bitmap 000002C0AB4FFF80, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11372] added dtor for sub_bitmap 000002C0AB5010F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11374] added dtor for sub_bitmap 000002C0AB500170, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11377] added dtor for sub_bitmap 000002C0AB500F00, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11380] added dtor for sub_bitmap 000002C0AB500B20, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11383] added dtor for sub_bitmap 000002C0AB4FFD90, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11386] added dtor for sub_bitmap 000002C0AB5012E0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11389] added dtor for sub_bitmap 000002C0AB5014D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11392] added dtor for sub_bitmap 000002C0AB500550, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11395] added dtor for sub_bitmap 000002C0AB5016C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11397] added dtor for sub_bitmap 000002C0AB500360, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11400] added dtor for sub_bitmap 000002C0AB500740, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11404] added dtor for sub_bitmap 000002C0AB501DC0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11407] added dtor for sub_bitmap 000002C0AB503310, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11410] added dtor for sub_bitmap 000002C0AB503AD0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11413] added dtor for sub_bitmap 000002C0AB502390, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11416] added dtor for sub_bitmap 000002C0AB5038E0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11419] added dtor for sub_bitmap 000002C0AB5021A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11422] added dtor for sub_bitmap 000002C0AB502770, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11424] added dtor for sub_bitmap 000002C0AB503500, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11427] added dtor for sub_bitmap 000002C0AB502D40, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11430] added dtor for sub_bitmap 000002C0AB501FB0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11433] added dtor for sub_bitmap 000002C0AB502580, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11436] added dtor for sub_bitmap 000002C0AB502F30, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11439] added dtor for sub_bitmap 000002C0AB502960, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11442] added dtor for sub_bitmap 000002C0AB5036F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11445] added dtor for sub_bitmap 000002C0AB503120, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11448] added dtor for sub_bitmap 000002C0AB502B50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11451] added dtor for sub_bitmap 000002C0AB507B00, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11454] added dtor for sub_bitmap 000002C0AB507910, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11457] added dtor for sub_bitmap 000002C0AB5061D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11460] added dtor for sub_bitmap 000002C0AB506D70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11463] added dtor for sub_bitmap 000002C0AB5063C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11466] added dtor for sub_bitmap 000002C0AB5065B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11468] added dtor for sub_bitmap 000002C0AB505DF0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11471] added dtor for sub_bitmap 000002C0AB505FE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11474] added dtor for sub_bitmap 000002C0AB5067A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11477] added dtor for sub_bitmap 000002C0AB507340, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11482] added dtor for sub_bitmap 000002C0AB506990, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11485] added dtor for sub_bitmap 000002C0AB506B80, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11487] added dtor for sub_bitmap 000002C0AB506F60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11490] added dtor for sub_bitmap 000002C0AB507150, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11493] added dtor for sub_bitmap 000002C0AB507530, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11496] added dtor for sub_bitmap 000002C0AB507720, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11500] added dtor for sub_bitmap 000002C0AB509E50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11503] added dtor for sub_bitmap 000002C0AB509C60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11506] added dtor for sub_bitmap 000002C0AB508330, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11509] added dtor for sub_bitmap 000002C0AB508140, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11512] added dtor for sub_bitmap 000002C0AB508710, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11516] added dtor for sub_bitmap 000002C0AB509880, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11521] added dtor for sub_bitmap 000002C0AB5094A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11529] added dtor for sub_bitmap 000002C0AB508900, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11533] added dtor for sub_bitmap 000002C0AB508CE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11536] added dtor for sub_bitmap 000002C0AB508AF0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11538] added dtor for sub_bitmap 000002C0AB508520, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11541] added dtor for sub_bitmap 000002C0AB508ED0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11544] added dtor for sub_bitmap 000002C0AB5090C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11547] added dtor for sub_bitmap 000002C0AB509690, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11550] added dtor for sub_bitmap 000002C0AB5092B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11553] added dtor for sub_bitmap 000002C0AB509A70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11557] added dtor for sub_bitmap 000002C0AB50C2D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11560] added dtor for sub_bitmap 000002C0AB50B920, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11563] added dtor for sub_bitmap 000002C0AB50C6B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11566] added dtor for sub_bitmap 000002C0AB50C8A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11569] added dtor for sub_bitmap 000002C0AB50CE70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11572] added dtor for sub_bitmap 000002C0AB50CA90, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11574] added dtor for sub_bitmap 000002C0AB50C4C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11577] added dtor for sub_bitmap 000002C0AB50BB10, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11580] added dtor for sub_bitmap 000002C0AB50CC80, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11583] added dtor for sub_bitmap 000002C0AB50B160, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11587] added dtor for sub_bitmap 000002C0AB50C0E0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11589] added dtor for sub_bitmap 000002C0AB50BEF0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11592] added dtor for sub_bitmap 000002C0AB50B350, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11595] added dtor for sub_bitmap 000002C0AB50B540, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11598] added dtor for sub_bitmap 000002C0AB50B730, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11601] added dtor for sub_bitmap 000002C0AB50BD00, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11605] added dtor for sub_bitmap 000002C0AB50EB30, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11608] added dtor for sub_bitmap 000002C0AB50FAB0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11611] added dtor for sub_bitmap 000002C0AB50F4E0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11614] added dtor for sub_bitmap 000002C0AB50E940, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11617] added dtor for sub_bitmap 000002C0AB50F6D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11620] added dtor for sub_bitmap 000002C0AB50ED20, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11623] added dtor for sub_bitmap 000002C0AB50F100, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11626] added dtor for sub_bitmap 000002C0AB50EF10, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11629] added dtor for sub_bitmap 000002C0AB50FE90, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11632] added dtor for sub_bitmap 000002C0AB50F2F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11635] added dtor for sub_bitmap 000002C0AB50E750, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11638] added dtor for sub_bitmap 000002C0AB50FCA0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11640] added dtor for sub_bitmap 000002C0AB50E560, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11643] added dtor for sub_bitmap 000002C0AB50F8C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11646] added dtor for sub_bitmap 000002C0AB50E180, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11649] added dtor for sub_bitmap 000002C0AB50E370, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11653] added dtor for sub_bitmap 000002C0AB5128E0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11656] added dtor for sub_bitmap 000002C0AB5111A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11659] added dtor for sub_bitmap 000002C0AB511390, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11662] added dtor for sub_bitmap 000002C0AB5147E0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11665] added dtor for sub_bitmap 000002C0AB512CC0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11668] added dtor for sub_bitmap 000002C0AB511580, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11670] added dtor for sub_bitmap 000002C0AB513670, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11673] added dtor for sub_bitmap 000002C0AB512310, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11676] added dtor for sub_bitmap 000002C0AB514DB0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11679] added dtor for sub_bitmap 000002C0AB511770, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11683] added dtor for sub_bitmap 000002C0AB5130A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11686] added dtor for sub_bitmap 000002C0AB513E30, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11689] added dtor for sub_bitmap 000002C0AB513480, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11692] added dtor for sub_bitmap 000002C0AB5149D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11696] added dtor for sub_bitmap 000002C0AB514020, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11699] added dtor for sub_bitmap 000002C0AB511960, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11702] added dtor for sub_bitmap 000002C0AB514BC0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11705] added dtor for sub_bitmap 000002C0AB513860, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11708] added dtor for sub_bitmap 000002C0AB514210, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11711] added dtor for sub_bitmap 000002C0AB512AD0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11713] added dtor for sub_bitmap 000002C0AB512EB0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11716] added dtor for sub_bitmap 000002C0AB514400, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11719] added dtor for sub_bitmap 000002C0AB511B50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11722] added dtor for sub_bitmap 000002C0AB513290, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11725] added dtor for sub_bitmap 000002C0AB511D40, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11728] added dtor for sub_bitmap 000002C0AB512120, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11731] added dtor for sub_bitmap 000002C0AB513A50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11734] added dtor for sub_bitmap 000002C0AB513C40, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11737] added dtor for sub_bitmap 000002C0AB5145F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11740] added dtor for sub_bitmap 000002C0AB511F30, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11743] added dtor for sub_bitmap 000002C0AB512500, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11746] added dtor for sub_bitmap 000002C0AB5126F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11750] added dtor for sub_bitmap 000002C0AB51B0D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11753] added dtor for sub_bitmap 000002C0AB51BE60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11756] added dtor for sub_bitmap 000002C0AB51A720, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11759] added dtor for sub_bitmap 000002C0AB51C620, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11762] added dtor for sub_bitmap 000002C0AB519B80, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11765] added dtor for sub_bitmap 000002C0AB5193C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11768] added dtor for sub_bitmap 000002C0AB51A150, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11770] added dtor for sub_bitmap 000002C0AB5195B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11773] added dtor for sub_bitmap 000002C0AB5191D0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11777] added dtor for sub_bitmap 000002C0AB51B2C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11781] added dtor for sub_bitmap 000002C0AB51BC70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11784] added dtor for sub_bitmap 000002C0AB519990, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11787] added dtor for sub_bitmap 000002C0AB51AEE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11790] added dtor for sub_bitmap 000002C0AB51C050, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11792] added dtor for sub_bitmap 000002C0AB51CA00, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11795] added dtor for sub_bitmap 000002C0AB51BA80, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11798] added dtor for sub_bitmap 000002C0AB51C240, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11801] added dtor for sub_bitmap 000002C0AB51C430, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11804] added dtor for sub_bitmap 000002C0AB51CBF0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11807] added dtor for sub_bitmap 000002C0AB51B4B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11810] added dtor for sub_bitmap 000002C0AB5197A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11813] added dtor for sub_bitmap 000002C0AB51B6A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11816] added dtor for sub_bitmap 000002C0AB51C810, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11819] added dtor for sub_bitmap 000002C0AB519D70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11822] added dtor for sub_bitmap 000002C0AB51A340, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11825] added dtor for sub_bitmap 000002C0AB51CDE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11827] added dtor for sub_bitmap 000002C0AB51A530, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11830] added dtor for sub_bitmap 000002C0AB519F60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11833] added dtor for sub_bitmap 000002C0AB51A910, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11836] added dtor for sub_bitmap 000002C0AB51AB00, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11839] added dtor for sub_bitmap 000002C0AB51ACF0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11842] added dtor for sub_bitmap 000002C0AB51B890, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11846] added dtor for sub_bitmap 000002C0AB51EF50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11849] added dtor for sub_bitmap 000002C0AB51DBF0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11852] added dtor for sub_bitmap 000002C0AB51E1C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11855] added dtor for sub_bitmap 000002C0AB51E5A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11858] added dtor for sub_bitmap 000002C0AB520C60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11861] added dtor for sub_bitmap 000002C0AB51F520, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11864] added dtor for sub_bitmap 000002C0AB520E50, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11867] added dtor for sub_bitmap 000002C0AB520690, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11870] added dtor for sub_bitmap 000002C0AB521230, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11873] added dtor for sub_bitmap 000002C0AB51E3B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11876] added dtor for sub_bitmap 000002C0AB51D620, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11879] added dtor for sub_bitmap 000002C0AB520A70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11882] added dtor for sub_bitmap 000002C0AB51F140, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11885] added dtor for sub_bitmap 000002C0AB51EB70, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11888] added dtor for sub_bitmap 000002C0AB520880, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11891] added dtor for sub_bitmap 000002C0AB521040, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11894] added dtor for sub_bitmap 000002C0AB51F330, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11897] added dtor for sub_bitmap 000002C0AB51F710, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11900] added dtor for sub_bitmap 000002C0AB5200C0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11903] added dtor for sub_bitmap 000002C0AB51ED60, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11906] added dtor for sub_bitmap 000002C0AB51D810, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11909] added dtor for sub_bitmap 000002C0AB51DDE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11912] added dtor for sub_bitmap 000002C0AB51FCE0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11915] added dtor for sub_bitmap 000002C0AB51FAF0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11918] added dtor for sub_bitmap 000002C0AB51F900, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11921] added dtor for sub_bitmap 000002C0AB51FED0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11924] added dtor for sub_bitmap 000002C0AB5202B0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11927] added dtor for sub_bitmap 000002C0AB5204A0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11930] added dtor for sub_bitmap 000002C0AB51DA00, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11933] added dtor for sub_bitmap 000002C0AB51DFD0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11935] added dtor for sub_bitmap 000002C0AB51E790, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11939] added dtor for sub_bitmap 000002C0AB51E980, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11943] added dtor for sub_bitmap 000002C0AB524F90, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11946] added dtor for sub_bitmap 000002C0AB526AB0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11949] added dtor for sub_bitmap 000002C0AB524200, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11953] added dtor for sub_bitmap 000002C0AB5262F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11956] added dtor for sub_bitmap 000002C0AB5243F0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11959] added dtor for sub_bitmap 000002C0AB5264E0, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11962] added dtor for sub_bitmap 000002C0AB525180, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11965] added dtor for sub_bitmap 000002C0AB523A40, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11968] added dtor for sub_bitmap 000002C0AB523C30, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11971] added dtor for sub_bitmap 000002C0AB527080, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11974] added dtor for sub_bitmap 000002C0AB525560, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11977] added dtor for sub_bitmap 000002C0AB523E20, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11980] added dtor for sub_bitmap 000002C0AB525F10, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.11983] added dtor for sub_bitmap 000002C0AB524BB0, func 00007FFD69F1118B
